Date and Time,side,price,size
06/02/2015 07:56,ASK,10878,5
06/02/2015 07:56,ASK,10878,4
06/02/2015 07:56,ASK,10878,3
06/02/2015 07:56,BID,10875,4
06/02/2015 07:56,ASK,10877.5,1
06/02/2015 07:56,ASK,10877.5,2
06/02/2015 07:56,ASK,10875.5,3
06/02/2015 07:56,TRADE,10875.5,1
06/02/2015 07:56,ASK,10875.5,2
06/02/2015 07:56,TRADE,10875.5,2
06/02/2015 07:56,ASK,10877.5,2
06/02/2015 07:56,ASK,10877.5,1
06/02/2015 07:56,BID,10875.5,2
06/02/2015 07:56,BID,10876,1
06/02/2015 07:56,TRADE,10877.5,1
06/02/2015 07:56,TRADE,10878,4
06/02/2015 07:56,TRADE,10878.5,3
06/02/2015 07:56,ASK,10878.5,4
06/02/2015 07:56,BID,10876,2
06/02/2015 07:56,BID,10877,1
06/02/2015 07:56,ASK,10878.5,3
06/02/2015 07:56,ASK,10878,1
06/02/2015 07:56,ASK,10878.5,3
06/02/2015 07:56,BID,10876,4
06/02/2015 07:56,BID,10876,3
06/02/2015 07:56,ASK,10878.5,4
06/02/2015 07:56,BID,10876,2
06/02/2015 07:56,ASK,10878,1
06/02/2015 07:56,BID,10876.5,1
06/02/2015 07:56,ASK,10878.5,5
06/02/2015 07:56,BID,10876,2
06/02/2015 07:56,ASK,10878,1
06/02/2015 07:56,ASK,10878,3
06/02/2015 07:56,ASK,10878,4
06/02/2015 07:56,BID,10876,4
06/02/2015 07:56,ASK,10878,3
06/02/2015 07:56,ASK,10877,3
06/02/2015 07:56,BID,10876,3
06/02/2015 07:56,TRADE,10877,3
06/02/2015 07:56,ASK,10878,2
06/02/2015 07:56,BID,10876,4
06/02/2015 07:56,BID,10876,5
06/02/2015 07:56,BID,10877,1
06/02/2015 07:56,BID,10877,2
06/02/2015 07:56,BID,10877,3
06/02/2015 07:56,BID,10877,4
06/02/2015 07:56,BID,10877,5
06/02/2015 07:56,TRADE,10878,2
06/02/2015 07:56,ASK,10879,1
06/02/2015 07:56,ASK,10879.5,2
06/02/2015 07:56,ASK,10879.5,1
06/02/2015 07:56,BID,10877,6
06/02/2015 07:56,BID,10877,7
06/02/2015 07:56,ASK,10880.5,1
06/02/2015 07:56,ASK,10881,3
06/02/2015 07:56,ASK,10880.5,1
06/02/2015 07:56,BID,10877,8
06/02/2015 07:56,BID,10877,7
06/02/2015 07:56,BID,10877.5,1
06/02/2015 07:56,BID,10877.5,2
06/02/2015 07:56,BID,10877.5,3
06/02/2015 07:56,BID,10878,1
06/02/2015 07:56,ASK,10880,1
06/02/2015 07:56,BID,10878,3
06/02/2015 07:56,TRADE,10880,1
06/02/2015 07:56,ASK,10880.5,1
06/02/2015 07:56,ASK,10881,4
06/02/2015 07:56,ASK,10881,3
06/02/2015 07:56,ASK,10881,2
06/02/2015 07:56,BID,10878,4
06/02/2015 07:56,BID,10878,5
06/02/2015 07:56,ASK,10881,3
06/02/2015 07:56,BID,10878.5,1
06/02/2015 07:56,BID,10878.5,2
06/02/2015 07:56,BID,10878.5,1
06/02/2015 07:56,BID,10879,1
06/02/2015 07:56,ASK,10881,2
06/02/2015 07:56,BID,10879,2
06/02/2015 07:56,BID,10879,1
06/02/2015 07:56,BID,10879.5,1
06/02/2015 07:56,ASK,10881,1
06/02/2015 07:56,BID,10879,1
06/02/2015 07:56,ASK,10881,2
06/02/2015 07:56,TRADE,10879,1
06/02/2015 07:56,BID,10878.5,1
06/02/2015 07:56,ASK,10881,3
06/02/2015 07:56,ASK,10881,4
06/02/2015 07:56,TRADE,10878.5,1
06/02/2015 07:56,BID,10878,5
06/02/2015 07:56,ASK,10880.5,1
06/02/2015 07:56,BID,10878,4
06/02/2015 07:56,BID,10878,3
06/02/2015 07:56,ASK,10881,4
06/02/2015 07:56,ASK,10881,5
06/02/2015 07:56,ASK,10881,6
06/02/2015 07:56,ASK,10880.5,1
06/02/2015 07:56,ASK,10880,1
06/02/2015 07:56,ASK,10880.5,1
06/02/2015 07:56,ASK,10880,1
06/02/2015 07:56,TRADE,10878,1
06/02/2015 07:56,BID,10878,2
06/02/2015 07:56,TRADE,10878,2
06/02/2015 07:56,BID,10877.5,2
06/02/2015 07:56,ASK,10880,2
06/02/2015 07:56,BID,10877.5,1
06/02/2015 07:56,ASK,10880,3
06/02/2015 07:56,ASK,10879.5,1
06/02/2015 07:56,TRADE,10877.5,1
06/02/2015 07:56,BID,10877,8
06/02/2015 07:56,BID,10877,6
06/02/2015 07:56,BID,10877,4
06/02/2015 07:56,BID,10877,2
06/02/2015 07:56,BID,10877,1
06/02/2015 07:56,BID,10876.5,4
06/02/2015 07:56,BID,10876.5,3
06/02/2015 07:56,BID,10876.5,2
06/02/2015 07:56,ASK,10879,1
06/02/2015 07:56,BID,10876.5,1
06/02/2015 07:56,ASK,10879,2
06/02/2015 07:56,BID,10876,4
06/02/2015 07:56,BID,10876,3
06/02/2015 07:56,BID,10876,2
06/02/2015 07:56,ASK,10879,3
06/02/2015 07:56,ASK,10878.5,1
06/02/2015 07:56,BID,10876,1
06/02/2015 07:56,BID,10875.5,10
06/02/2015 07:56,ASK,10877.5,1
06/02/2015 07:56,BID,10875.5,9
06/02/2015 07:56,ASK,10877.5,2
06/02/2015 07:56,TRADE,10877.5,1
06/02/2015 07:56,ASK,10877.5,1
06/02/2015 07:56,TRADE,10875.5,1
06/02/2015 07:56,BID,10875.5,8
06/02/2015 07:56,BID,10875.5,7
06/02/2015 07:56,ASK,10877.5,3
06/02/2015 07:56,BID,10876.5,1
06/02/2015 07:56,TRADE,10876.5,1
06/02/2015 07:56,BID,10875.5,7
06/02/2015 07:56,BID,10875.5,8
06/02/2015 07:56,BID,10876,1
06/02/2015 07:56,TRADE,10876,1
06/02/2015 07:56,BID,10875.5,8
06/02/2015 07:56,BID,10875.5,7
06/02/2015 07:56,ASK,10877.5,4
06/02/2015 07:56,BID,10875.5,6
06/02/2015 07:56,TRADE,10875.5,2
06/02/2015 07:56,BID,10875.5,4
06/02/2015 07:56,TRADE,10875.5,4
06/02/2015 07:56,BID,10875,4
06/02/2015 07:56,ASK,10877,1
06/02/2015 07:56,BID,10875,3
06/02/2015 07:56,ASK,10877,2
06/02/2015 07:56,BID,10875,2
06/02/2015 07:56,ASK,10877,3
06/02/2015 07:56,TRADE,10875,2
06/02/2015 07:56,BID,10874.5,4
06/02/2015 07:56,BID,10874.5,3
06/02/2015 07:56,BID,10875,1
06/02/2015 07:56,ASK,10877,2
06/02/2015 07:56,ASK,10877,1
06/02/2015 07:56,ASK,10876.5,1
06/02/2015 07:56,ASK,10876.5,2
06/02/2015 07:56,ASK,10876.5,1
06/02/2015 07:56,ASK,10876.5,2
06/02/2015 07:56,ASK,10876.5,3
06/02/2015 07:56,BID,10875,2
06/02/2015 07:56,BID,10876,1
06/02/2015 07:56,TRADE,10876,1
06/02/2015 07:56,BID,10875,2
06/02/2015 07:56,ASK,10876.5,2
06/02/2015 07:56,BID,10875,3
06/02/2015 07:56,BID,10875,4
06/02/2015 07:57,BID,10875,9
06/02/2015 07:57,TRADE,10876.5,1
06/02/2015 07:57,ASK,10876.5,1
06/02/2015 07:57,TRADE,10876.5,1
06/02/2015 07:57,ASK,10877,2
06/02/2015 07:57,ASK,10877,1
06/02/2015 07:57,BID,10875,10
06/02/2015 07:57,BID,10875.5,2
06/02/2015 07:57,BID,10875.5,3
06/02/2015 07:57,BID,10876,4
06/02/2015 07:57,TRADE,10877,1
06/02/2015 07:57,ASK,10877.5,7
06/02/2015 07:57,TRADE,10877.5,1
06/02/2015 07:57,ASK,10877.5,6
06/02/2015 07:57,TRADE,10877.5,2
06/02/2015 07:57,ASK,10877.5,4
06/02/2015 07:57,TRADE,10877.5,1
06/02/2015 07:57,ASK,10877.5,3
06/02/2015 07:57,TRADE,10877.5,1
06/02/2015 07:57,ASK,10877.5,2
06/02/2015 07:57,BID,10876,5
06/02/2015 07:57,TRADE,10877.5,2
06/02/2015 07:57,ASK,10878,1
06/02/2015 07:57,ASK,10878.5,2
06/02/2015 07:57,ASK,10878.5,1
06/02/2015 07:57,BID,10876,6
06/02/2015 07:57,BID,10876,5
06/02/2015 07:57,BID,10878,1
06/02/2015 07:57,TRADE,10878,1
06/02/2015 07:57,BID,10876,6
06/02/2015 07:57,BID,10876,7
06/02/2015 07:57,ASK,10878,1
06/02/2015 07:57,BID,10876,6
06/02/2015 07:57,BID,10876,5
06/02/2015 07:57,ASK,10878.5,2
06/02/2015 07:57,BID,10876.5,1
06/02/2015 07:57,ASK,10878.5,1
06/02/2015 07:57,BID,10876,5
06/02/2015 07:57,BID,10876.5,1
06/02/2015 07:57,BID,10876.5,2
06/02/2015 07:57,TRADE,10876.5,1
06/02/2015 07:57,BID,10876.5,1
06/02/2015 07:57,ASK,10878.5,2
06/02/2015 07:57,ASK,10878.5,1
06/02/2015 07:57,ASK,10877.5,3
06/02/2015 07:57,ASK,10877.5,4
06/02/2015 07:57,BID,10877,1
06/02/2015 07:57,TRADE,10877,1
06/02/2015 07:57,BID,10876.5,1
06/02/2015 07:57,ASK,10877.5,5
06/02/2015 07:57,BID,10876,4
06/02/2015 07:57,ASK,10877,1
06/02/2015 07:57,TRADE,10877,1
06/02/2015 07:57,ASK,10877.5,5
06/02/2015 07:57,TRADE,10877.5,1
06/02/2015 07:57,ASK,10877.5,4
06/02/2015 07:57,TRADE,10877.5,1
06/02/2015 07:57,ASK,10877.5,3
06/02/2015 07:57,TRADE,10877.5,2
06/02/2015 07:57,ASK,10877.5,1
06/02/2015 07:57,BID,10876,5
06/02/2015 07:57,BID,10877,2
06/02/2015 07:57,TRADE,10877.5,1
06/02/2015 07:57,ASK,10878.5,1
06/02/2015 07:57,BID,10877,4
06/02/2015 07:57,BID,10877,6
06/02/2015 07:57,BID,10877,8
06/02/2015 07:57,BID,10877,9
06/02/2015 07:57,BID,10878,1
06/02/2015 07:57,TRADE,10878,1
06/02/2015 07:57,BID,10877.5,1
06/02/2015 07:57,TRADE,10878.5,1
06/02/2015 07:57,ASK,10879.5,6
06/02/2015 07:57,ASK,10879.5,5
06/02/2015 07:57,BID,10878.5,1
06/02/2015 07:57,BID,10879,1
06/02/2015 07:57,TRADE,10879,1
06/02/2015 07:57,BID,10878.5,1
06/02/2015 07:57,ASK,10879,1
06/02/2015 07:57,TRADE,10878.5,1
06/02/2015 07:57,BID,10877.5,2
06/02/2015 07:57,ASK,10879.5,5
06/02/2015 07:57,BID,10877.5,1
06/02/2015 07:57,BID,10878,1
06/02/2015 07:57,BID,10878,2
06/02/2015 07:57,TRADE,10878,2
06/02/2015 07:57,BID,10877.5,1
06/02/2015 07:57,TRADE,10877.5,1
06/02/2015 07:57,BID,10877,9
06/02/2015 07:57,BID,10877,8
06/02/2015 07:57,BID,10877,7
06/02/2015 07:57,BID,10877,6
06/02/2015 07:57,BID,10877,5
06/02/2015 07:57,BID,10878,1
06/02/2015 07:57,TRADE,10878,1
06/02/2015 07:57,BID,10877,4
06/02/2015 07:57,ASK,10879,1
06/02/2015 07:57,ASK,10879,2
06/02/2015 07:57,BID,10878.5,1
06/02/2015 07:57,TRADE,10878.5,1
06/02/2015 07:57,BID,10877,4
06/02/2015 07:57,ASK,10879,3
06/02/2015 07:57,ASK,10878.5,1
06/02/2015 07:57,ASK,10878.5,2
06/02/2015 07:57,ASK,10878.5,3
06/02/2015 07:57,BID,10877.5,1
06/02/2015 07:57,ASK,10878.5,2
06/02/2015 07:57,ASK,10878.5,1
06/02/2015 07:57,TRADE,10877.5,1
06/02/2015 07:57,BID,10877,4
06/02/2015 07:57,ASK,10879,3
06/02/2015 07:57,BID,10877,3
06/02/2015 07:57,ASK,10878,1
06/02/2015 07:57,BID,10877,2
06/02/2015 07:57,BID,10877,1
06/02/2015 07:57,BID,10876.5,1
06/02/2015 07:57,BID,10877,2
06/02/2015 07:57,BID,10877,4
06/02/2015 07:57,BID,10877,6
06/02/2015 07:57,BID,10877,8
06/02/2015 07:57,TRADE,10878,1
06/02/2015 07:57,ASK,10879,2
06/02/2015 07:57,ASK,10879,1
06/02/2015 07:57,BID,10877.5,1
06/02/2015 07:57,ASK,10879,2
06/02/2015 07:57,ASK,10879,1
06/02/2015 07:57,ASK,10879,2
06/02/2015 07:57,BID,10878.5,1
06/02/2015 07:57,TRADE,10878.5,1
06/02/2015 07:57,BID,10877.5,1
06/02/2015 07:57,ASK,10878.5,1
06/02/2015 07:57,ASK,10878.5,2
06/02/2015 07:57,TRADE,10878.5,1
06/02/2015 07:57,BID,10877,8
06/02/2015 07:57,ASK,10878.5,1
06/02/2015 07:57,ASK,10879,2
06/02/2015 07:57,ASK,10878,1
06/02/2015 07:57,TRADE,10878,1
06/02/2015 07:57,ASK,10879,2
06/02/2015 07:57,BID,10877.5,1
06/02/2015 07:57,BID,10878.5,1
06/02/2015 07:57,TRADE,10878.5,1
06/02/2015 07:57,BID,10877.5,1
06/02/2015 07:57,ASK,10878.5,1
06/02/2015 07:57,TRADE,10878.5,1
06/02/2015 07:57,BID,10877,8
06/02/2015 07:57,ASK,10879,2
06/02/2015 07:57,ASK,10878.5,1
06/02/2015 07:57,ASK,10878,1
06/02/2015 07:57,TRADE,10878,1
06/02/2015 07:57,ASK,10879,2
06/02/2015 07:57,BID,10877.5,1
06/02/2015 07:57,ASK,10879,1
06/02/2015 07:57,TRADE,10877.5,1
06/02/2015 07:57,BID,10877,8
06/02/2015 07:57,BID,10877,6
06/02/2015 07:57,ASK,10878.5,1
06/02/2015 07:57,BID,10877,4
06/02/2015 07:57,BID,10877,2
06/02/2015 07:57,BID,10876.5,2
06/02/2015 07:57,BID,10876.5,1
06/02/2015 07:57,BID,10876,7
06/02/2015 07:57,BID,10876,6
06/02/2015 07:57,ASK,10877.5,1
06/02/2015 07:57,BID,10876,5
06/02/2015 07:57,BID,10876,4
06/02/2015 07:57,BID,10876,5
06/02/2015 07:57,BID,10876,4
06/02/2015 07:57,TRADE,10877.5,1
06/02/2015 07:57,ASK,10878.5,1
06/02/2015 07:57,BID,10876,5
06/02/2015 07:57,BID,10876,6
06/02/2015 07:57,BID,10876.5,1
06/02/2015 07:57,BID,10876.5,2
06/02/2015 07:57,BID,10877,1
06/02/2015 07:57,BID,10877,2
06/02/2015 07:57,BID,10877,3
06/02/2015 07:57,BID,10877,4
06/02/2015 07:57,BID,10877,5
06/02/2015 07:57,BID,10877.5,1
06/02/2015 07:57,BID,10877.5,2
06/02/2015 07:57,ASK,10879,1
06/02/2015 07:57,BID,10877.5,5
06/02/2015 07:58,BID,10877.5,6
06/02/2015 07:58,TRADE,10879,1
06/02/2015 07:58,ASK,10879.5,6
06/02/2015 07:58,ASK,10879.5,5
06/02/2015 07:58,BID,10877.5,7
06/02/2015 07:58,TRADE,10879.5,5
06/02/2015 07:58,BID,10879.5,5
06/02/2015 07:58,ASK,10880,2
06/02/2015 07:58,TRADE,10879.5,5
06/02/2015 07:58,BID,10877.5,7
06/02/2015 07:58,ASK,10880,1
06/02/2015 07:58,BID,10877.5,8
06/02/2015 07:58,ASK,10879.5,3
06/02/2015 07:58,ASK,10879.5,8
06/02/2015 07:58,BID,10877.5,7
06/02/2015 07:58,ASK,10879.5,5
06/02/2015 07:58,ASK,10880,1
06/02/2015 07:58,BID,10877.5,9
06/02/2015 07:58,ASK,10880,2
06/02/2015 07:58,BID,10878,1
06/02/2015 07:58,TRADE,10880,2
06/02/2015 07:58,ASK,10880.5,2
06/02/2015 07:58,BID,10878,2
06/02/2015 07:58,BID,10878.5,1
06/02/2015 07:58,BID,10878.5,2
06/02/2015 07:58,BID,10878.5,1
06/02/2015 07:58,BID,10878,3
06/02/2015 07:58,BID,10878,2
06/02/2015 07:58,BID,10878,5
06/02/2015 07:58,BID,10878,6
06/02/2015 07:58,BID,10879,1
06/02/2015 07:58,BID,10879,4
06/02/2015 07:58,TRADE,10879,4
06/02/2015 07:58,BID,10878,2
06/02/2015 07:58,BID,10878,1
06/02/2015 07:58,ASK,10880,1
06/02/2015 07:58,ASK,10880,2
06/02/2015 07:58,ASK,10880,3
06/02/2015 07:58,ASK,10880,2
06/02/2015 07:58,ASK,10880,1
06/02/2015 07:58,ASK,10880.5,2
06/02/2015 07:58,ASK,10879,1
06/02/2015 07:58,TRADE,10879,1
06/02/2015 07:58,ASK,10880.5,2
06/02/2015 07:58,ASK,10880.5,3
06/02/2015 07:58,ASK,10880.5,2
06/02/2015 07:58,BID,10878,2
06/02/2015 07:58,BID,10878,3
06/02/2015 07:58,BID,10878,2
06/02/2015 07:58,BID,10878,3
06/02/2015 07:58,ASK,10880,1
06/02/2015 07:58,BID,10878,4
06/02/2015 07:58,BID,10878,3
06/02/2015 07:58,BID,10878,2
06/02/2015 07:58,BID,10879,1
06/02/2015 07:58,BID,10879,2
06/02/2015 07:58,BID,10879.5,1
06/02/2015 07:58,TRADE,10879.5,1
06/02/2015 07:58,BID,10879,2
06/02/2015 07:58,ASK,10879.5,1
06/02/2015 07:58,ASK,10879.5,2
06/02/2015 07:58,ASK,10879.5,3
06/02/2015 07:58,TRADE,10879,2
06/02/2015 07:58,BID,10878,1
06/02/2015 07:58,ASK,10879.5,2
06/02/2015 07:58,ASK,10879,2
06/02/2015 07:58,TRADE,10879,1
06/02/2015 07:58,ASK,10879,1
06/02/2015 07:58,ASK,10880,3
06/02/2015 07:58,ASK,10880,2
06/02/2015 07:58,ASK,10879.5,1
06/02/2015 07:58,ASK,10879.5,2
06/02/2015 07:58,ASK,10879,1
06/02/2015 07:58,BID,10878,2
06/02/2015 07:58,TRADE,10879,1
06/02/2015 07:58,ASK,10879.5,2
06/02/2015 07:58,ASK,10879.5,1
06/02/2015 07:58,TRADE,10879.5,1
06/02/2015 07:58,BID,10879.5,4
06/02/2015 07:58,ASK,10880.5,3
06/02/2015 07:58,ASK,10880.5,2
06/02/2015 07:58,ASK,10880,1
06/02/2015 07:58,TRADE,10879.5,4
06/02/2015 07:58,BID,10878,4
06/02/2015 07:58,BID,10878,3
06/02/2015 07:58,BID,10878,2
06/02/2015 07:58,BID,10878,3
06/02/2015 07:58,BID,10878,2
06/02/2015 07:58,ASK,10880,2
06/02/2015 07:58,ASK,10879.5,1
06/02/2015 07:58,BID,10879,1
06/02/2015 07:59,ASK,10879.5,5
06/02/2015 07:59,TRADE,10879,1
06/02/2015 07:59,BID,10878,2
06/02/2015 07:59,ASK,10879,1
06/02/2015 07:59,ASK,10879,2
06/02/2015 07:59,ASK,10879,1
06/02/2015 07:59,ASK,10879.5,5
06/02/2015 07:59,BID,10878,1
06/02/2015 07:59,TRADE,10878,1
06/02/2015 07:59,BID,10877.5,5
06/02/2015 07:59,BID,10877.5,4
06/02/2015 07:59,ASK,10879,1
06/02/2015 07:59,ASK,10879,5
06/02/2015 07:59,BID,10877.5,3
06/02/2015 07:59,TRADE,10877.5,3
06/02/2015 07:59,BID,10876.5,5
06/02/2015 07:59,BID,10876.5,4
06/02/2015 07:59,BID,10876.5,3
06/02/2015 07:59,ASK,10879,6
06/02/2015 07:59,BID,10876.5,2
06/02/2015 07:59,BID,10877.5,1
06/02/2015 07:59,TRADE,10877.5,1
06/02/2015 07:59,BID,10876.5,2
06/02/2015 07:59,ASK,10878.5,1
06/02/2015 07:59,ASK,10879,6
06/02/2015 07:59,ASK,10878.5,1
06/02/2015 07:59,ASK,10878.5,5
06/02/2015 07:59,TRADE,10876.5,2
06/02/2015 07:59,BID,10876,2
06/02/2015 07:59,BID,10876,1
06/02/2015 07:59,BID,10875.5,5
06/02/2015 07:59,BID,10875.5,4
06/02/2015 07:59,ASK,10878,1
06/02/2015 07:59,BID,10875.5,3
06/02/2015 07:59,ASK,10878,5
06/02/2015 07:59,ASK,10877.5,1
06/02/2015 07:59,ASK,10877.5,5
06/02/2015 07:59,ASK,10877,1
06/02/2015 07:59,BID,10875.5,4
06/02/2015 07:59,ASK,10877,5
06/02/2015 07:59,TRADE,10875.5,2
06/02/2015 07:59,BID,10875.5,2
06/02/2015 07:59,ASK,10876.5,1
06/02/2015 07:59,BID,10875.5,1
06/02/2015 07:59,BID,10875.5,2
06/02/2015 07:59,TRADE,10876.5,1
06/02/2015 07:59,ASK,10878,2
06/02/2015 07:59,ASK,10878,1
06/02/2015 07:59,ASK,10879,3
06/02/2015 07:59,BID,10875.5,1
06/02/2015 07:59,ASK,10876.5,4
06/02/2015 07:59,BID,10875.5,2
06/02/2015 07:59,BID,10876,1
06/02/2015 07:59,BID,10875.5,1
06/02/2015 07:59,BID,10875.5,2
06/02/2015 07:59,ASK,10876,1
06/02/2015 07:59,TRADE,10876,1
06/02/2015 07:59,ASK,10876.5,4
06/02/2015 07:59,ASK,10877.5,2
06/02/2015 07:59,ASK,10877.5,1
06/02/2015 07:59,BID,10875.5,3
06/02/2015 07:59,ASK,10876,4
06/02/2015 07:59,TRADE,10876,1
06/02/2015 07:59,ASK,10876,3
06/02/2015 07:59,TRADE,10876,3
06/02/2015 07:59,ASK,10877.5,2
06/02/2015 07:59,BID,10875.5,4
06/02/2015 07:59,ASK,10877.5,1
06/02/2015 07:59,BID,10875.5,3
06/02/2015 07:59,ASK,10877.5,5
06/02/2015 07:59,BID,10875.5,2
06/02/2015 07:59,BID,10876.5,3
06/02/2015 07:59,BID,10875.5,3
06/02/2015 07:59,BID,10875.5,2
06/02/2015 07:59,ASK,10877,1
06/02/2015 07:59,ASK,10877,5
06/02/2015 07:59,BID,10875.5,1
06/02/2015 07:59,BID,10875.5,2
06/02/2015 07:59,BID,10875.5,5
06/02/2015 07:59,BID,10876,1
06/02/2015 07:59,TRADE,10877,3
06/02/2015 07:59,ASK,10877,2
06/02/2015 07:59,TRADE,10877,2
06/02/2015 07:59,ASK,10877.5,1
06/02/2015 07:59,BID,10876,2
06/02/2015 07:59,BID,10876,3
06/02/2015 07:59,ASK,10877.5,5
06/02/2015 07:59,BID,10876,2
06/02/2015 07:59,TRADE,10877.5,1
06/02/2015 07:59,ASK,10877.5,4
06/02/2015 07:59,BID,10876,3
06/02/2015 07:59,ASK,10877,1
06/02/2015 07:59,ASK,10877,5
06/02/2015 07:59,BID,10876,2
06/02/2015 07:59,BID,10876,1
06/02/2015 07:59,TRADE,10877,1
06/02/2015 07:59,ASK,10877,4
06/02/2015 07:59,BID,10876,38
06/02/2015 07:59,TRADE,10877,3
06/02/2015 07:59,ASK,10877,1
06/02/2015 07:59,BID,10876,39
06/02/2015 07:59,TRADE,10877,1
06/02/2015 07:59,ASK,10878.5,2
06/02/2015 07:59,BID,10877,4
06/02/2015 07:59,ASK,10878.5,1
06/02/2015 07:59,BID,10876.5,1
06/02/2015 07:59,BID,10877,1
06/02/2015 07:59,BID,10876,41
06/02/2015 07:59,ASK,10878.5,5
06/02/2015 07:59,BID,10876,42
06/02/2015 07:59,BID,10876,41
06/02/2015 07:59,BID,10876,40
06/02/2015 07:59,ASK,10878,1
06/02/2015 07:59,BID,10876,39
06/02/2015 07:59,ASK,10878,5
06/02/2015 07:59,ASK,10877.5,1
06/02/2015 07:59,TRADE,10877.5,1
06/02/2015 07:59,ASK,10878,5
06/02/2015 07:59,BID,10876,40
06/02/2015 07:59,ASK,10877.5,1
06/02/2015 07:59,TRADE,10877.5,1
06/02/2015 07:59,ASK,10878,5
06/02/2015 07:59,TRADE,10878,1
06/02/2015 07:59,ASK,10878,4
06/02/2015 07:59,TRADE,10878,2
06/02/2015 07:59,ASK,10878,2
06/02/2015 07:59,ASK,10878.5,1
06/02/2015 07:59,BID,10876,41
06/02/2015 07:59,ASK,10877.5,2
06/02/2015 07:59,BID,10876.5,1
06/02/2015 07:59,TRADE,10877.5,2
06/02/2015 07:59,ASK,10878.5,1
06/02/2015 07:59,BID,10876.5,2
06/02/2015 07:59,BID,10876.5,3
06/02/2015 07:59,ASK,10878.5,4
06/02/2015 07:59,BID,10876.5,2
06/02/2015 07:59,BID,10876.5,1
06/02/2015 07:59,BID,10876,42
06/02/2015 07:59,ASK,10877,2
06/02/2015 07:59,BID,10876,41
06/02/2015 07:59,TRADE,10877,1
06/02/2015 07:59,ASK,10877,1
06/02/2015 07:59,BID,10876,40
06/02/2015 07:59,TRADE,10877,1
06/02/2015 07:59,ASK,10878.5,4
06/02/2015 07:59,ASK,10878.5,5
06/02/2015 07:59,BID,10877,2
06/02/2015 07:59,ASK,10878.5,4
06/02/2015 07:59,BID,10876.5,1
06/02/2015 07:59,BID,10876,42
06/02/2015 07:59,BID,10876,41
06/02/2015 07:59,BID,10876,40
06/02/2015 07:59,BID,10876,41
06/02/2015 07:59,ASK,10877.5,1
06/02/2015 07:59,BID,10876,40
06/02/2015 07:59,ASK,10877.5,4
06/02/2015 07:59,TRADE,10877.5,1
06/02/2015 07:59,ASK,10877.5,3
06/02/2015 07:59,BID,10876.5,1
06/02/2015 07:59,BID,10876.5,2
06/02/2015 07:59,BID,10876.5,3
06/02/2015 07:59,BID,10877,1
06/02/2015 07:59,TRADE,10877.5,1
06/02/2015 07:59,ASK,10877.5,2
06/02/2015 07:59,TRADE,10877.5,2
06/02/2015 07:59,ASK,10878.5,1
06/02/2015 07:59,BID,10877,2
06/02/2015 07:59,BID,10878,1
06/02/2015 07:59,TRADE,10878.5,1
06/02/2015 07:59,ASK,10879.5,1
06/02/2015 07:59,BID,10878,2
06/02/2015 07:59,BID,10878,3
06/02/2015 07:59,BID,10878,4
06/02/2015 07:59,BID,10878.5,1
06/02/2015 07:59,BID,10878,3
06/02/2015 07:59,BID,10878,2
06/02/2015 07:59,BID,10878,4
06/02/2015 07:59,BID,10878,5
06/02/2015 07:59,BID,10878,4
06/02/2015 07:59,BID,10878,3
06/02/2015 07:59,ASK,10879,1
06/02/2015 07:59,TRADE,10878,1
06/02/2015 07:59,BID,10878,2
06/02/2015 07:59,TRADE,10878,2
06/02/2015 07:59,BID,10877.5,1
06/02/2015 07:59,BID,10877,4
06/02/2015 07:59,BID,10877,3
06/02/2015 07:59,BID,10877.5,1
06/02/2015 07:59,TRADE,10879,1
06/02/2015 07:59,ASK,10879.5,1
06/02/2015 07:59,TRADE,10879.5,1
06/02/2015 07:59,TRADE,10880,3
06/02/2015 07:59,ASK,10880.5,3
06/02/2015 07:59,ASK,10880.5,2
06/02/2015 07:59,BID,10878,1
06/02/2015 07:59,ASK,10880.5,3
06/02/2015 07:59,ASK,10880,1
06/02/2015 07:59,BID,10877.5,3
06/02/2015 07:59,BID,10878,1
06/02/2015 07:59,ASK,10880.5,2
06/02/2015 07:59,BID,10878,2
06/02/2015 07:59,TRADE,10880.5,2
06/02/2015 07:59,TRADE,10881,1
06/02/2015 07:59,TRADE,10881.5,2
06/02/2015 07:59,ASK,10881.5,2
06/02/2015 07:59,ASK,10881.5,1
06/02/2015 07:59,BID,10879,1
06/02/2015 07:59,BID,10880,1
06/02/2015 07:59,BID,10879,1
06/02/2015 07:59,BID,10879,2
06/02/2015 07:59,BID,10879,3
06/02/2015 07:59,BID,10880,1
06/02/2015 07:59,TRADE,10880,1
06/02/2015 07:59,BID,10879,3
06/02/2015 07:59,TRADE,10881.5,1
06/02/2015 07:59,ASK,10883,5
06/02/2015 07:59,ASK,10883,4
06/02/2015 07:59,ASK,10883,3
06/02/2015 07:59,BID,10879.5,1
06/02/2015 07:59,BID,10879.5,2
06/02/2015 07:59,ASK,10883,2
06/02/2015 07:59,BID,10879.5,3
06/02/2015 07:59,ASK,10883,3
06/02/2015 07:59,ASK,10883,4
06/02/2015 08:00,BID,10879.5,4
06/02/2015 08:00,ASK,10882.5,1
06/02/2015 08:00,ASK,10882,1
06/02/2015 08:00,TRADE,10882,1
06/02/2015 08:00,TRADE,10882.5,1
06/02/2015 08:00,ASK,10883,5
06/02/2015 08:00,BID,10880,1
06/02/2015 08:00,BID,10880,2
06/02/2015 08:00,BID,10880,3
